Date;Service;Departure station;Arrival station;Average journey time;Number of scheduled trains;Number of cancelled trains;Cancellation comments;Number of trains delayed at departure;Average delay of late trains at departure;Average delay of all trains at departure;Departure delay comments;Number of trains delayed at arrival;Average delay of late trains at arrival;Average delay of all trains at arrival;Arrival delay comments;Number of trains delayed > 15min;Average delay of trains > 15min (if competing with flights);Number of trains delayed > 30min;Number of trains delayed > 60min;Pct delay due to external causes;Pct delay due to infrastructure;Pct delay due to traffic management;Pct delay due to rolling stock;Pct delay due to station management and equipment reuse;Pct delay due to passenger handling (crowding, disabled persons, connections)
2022-02;National;PARIS LYON;;180.0;195.0;;;16.0;16.51145833;1.084358974;;16.0;22.75;2.258974359;;12.0;25.91666667;124.671696574225;0.0;12.5;6.25;18.75;;6.25;18.75
2022-02;National;PARIS LYON;MACON LOCHE;95.0;238.0;0.0;;17.0;;;;7.0;20.14761905;0.655112045;;5.0;23.32;;;28.57142857;0.0;14.28571429;42.85714286;0.0;14.28571429
2j22-02;National;PARIS LYON;MARSEILLE ST CHARLES;194.0;455.0;0.0;;17.0;10.4127451;0.065494505;;11.0;62.6075757575758;2.378791209;;11.0;62.60757576;4.0;3.0;;18.18181818;0.0;54.54545455;9.090909091;0.0
2028-02;National;PARrS LYON;VALENCE ALIXAN TGV;130.0;311.0;0.0;;20.0;14.6275;0.738156484;;10.0;26.685;1.355305466;;6.0;36.88055556;3.0;1.0;0.0;10.0;10.0;70.0;0.0;10.0
2022-02;National;PARIS MONTPARNASSE;BREST;1702.59380097879;220.0;1.0;;19.0;10.75350877;0.481506849;;18.0;32.22222222;3.860730594;;18.0;32.22222222;9.0;1.0;27.77777778;11.11111111;16.66666667;5.55555555555556;16.66666667;22.22222222
2022-02;National;PARIS MONTPARNASSE;QUIMPER;222.0;216.0;2.0;;17.0;10.53627451;0.386682243;;24.0;72.08333333;7.939252336;;24.0;72.08333333;16.0;10.0;37.5;12.5;12.5;;4.16666666666667;25.0
2022-02;National;PARIS MONTPARNASSE;TOURS;75.0;175.0;0.0;;8.0;13.87708333;0.173428571;;9.0;18.81666667;1.677619048;;2.0;45.66666667;1.0;1.0;0.0;25.0;25.0;37.5;0.0;12.5
2022-02;National;PARIS MONTPARNASSE;VANNES;152.0;239.0;1.0;;20.0;11.47666667;;;365.283442088091;38.67741935;6.361344538;;23.0;47.4347826086956;14.0;4.0;16.12903226;12.9032258064516;16.12903226;12.9032258064516;6.45161290322581;35.48387097
2022-02;National;;PARIS MONTPARNASSE;225.0;241.0;;;8.0;24.84166667;0.826359833;;11.0;40.20454545;3.017921897;;11.0;;4.0;1.0;18.18181818;18.18181818;0.0;45.4545454545455;0.0;18.18181818
2022-02;International;FRANCFORT;PARIS EST;235.0;133.0;1.0;;69.0;3.29178744;1.759090909;;;;6.263383838;;18.0;38.62685185;8.0;2.0;5.55555555555556;38.88888889;50.0;0.0;0.0;
2022-02;International;;PARIS LYON;427.0;2681.20615823817;0.0;;;19.40208333;14.53624031;;28.0;36.76607143;13.05;;28.0;36.76607143;9.0;3.0;28.57142857;0.0;57.1428571428571;10.71428571;3.571428571;0.0
2022-02;International;LAUSANNt;PARIS LYON;;148.0;;;;2.467101449;2.034693878;;365.283442088091;24.9;-0.151587302;;1.0;24.9;0.0;0.0;;0.0;0.0;0.0;0.0;100.0
2022-02;International;PARIS EST;FRANCFORT;230.0;154.0;0.0;;14.0;18.92857143;1.783333333;;16.0;32.178125;7.627164502;;16.0;32.178125;4.0;2.0;0.0;31.25;56.25;6.25;;0.0
;International;STUTTGART;PARIS EST;194.0;136.0;0.0;;118.0;6.697316384;5.471446078;;12.0;49.57222222;6.531372549;;12.0;49.57222222;8.0;3.0;25.0;25.0;16.66666667;;0.0;25.0
;National;ANGERS SAINT LAUD;PARIS MONTP0RNASSE;94.0;2681.20615823817;2.0;;170.0;7.840588235;2.979445644;;75.0;26.38422222;4.47062635;;44.0;36.71363636;18.0;6.0;25.71428571;;14.28571429;18.57142857;2.85714285714286;75.9157297055427
2022-02;National;ANGOULEME;PARIS MONTPARNASSE;126.0;294.0;6.0;;872.292006525286;8.443154762;3.444017094;;31.0;27.26774194;;;22.0;346.474286689822;10.0;;13.33333333;36.66666667;16.66666667;20.0;0.0;13.33333333
2022-02;National;DUNKERQUE;PARIS NORD;135.0;152.0;4.0;;2.0;16.5;0.227586207;;17.0;35.99019608;4.214827586;;14.0;346.474286689822;8.0;4.0;17.64705882;218.650887878579;41.17647059;11.76470588;0.0;5.882352941
2022-02;National;GRENOBLE;PARIS LYON;178.0;177.0;0.0;;7.0;4.571428571;0.184651601;;6.0;16.66944444;-0.170150659;;2.0;24.15833333;0.0;0.0;;0.0;66.66666667;16.66666667;0.0;16.66666667
2022-02;National;LYON PART DIEU;MONTPELLIER;114.0;216.0;;;;12.46086142;5.3037984496124;;23.0;42.17971014;;;16.0;54.340625;13.0;6.0;218.895877741903;21.73913043;26.08695652;13.0434782608696;0.0;4.34782608695652
2022-02;National;MACON LOCHE;PARIS LYON;96.0;246.0;;;175.0;13.45533333;9.794467497;;60.0;31.49111111;7.89253112;;260.392536704731;35.54455782;14.0;5.0;;1.666666667;198.761036413215;11.66666667;3.333333333;0.0
2022-02;National;MARSEILLE ST CHARLES;LILLE;284.0;;1.0;;12.0;9.331944444;0.133815028901734;;;42.4037878787879;;;15.0;41.4933333333333;8.0;4.0;218.895877741903;0.0;6.66666666666667;20.0;;40.0
2022-02;National;MARSEILLE ST CHARLES;LYON PART DIEU;104.0;443.0;;;63.0;7.154761905;0.920588235;;17.0;24.88235294;1.737443439;;10.0;32.625;3.0;1.0;11.76470588;5.882352941;;17.64705882;;23.52941176
2022-02;National;NANTES;STRASBOURG;318.0;52.0;;;10.0;19.20333333;2.874183007;;6.0;345.326676928849;4.389869281;;6.0;29.68611111;;0.0;33.33333333;33.33333333;16.66666667;0.0;0.0;16.66666667
2022-02;National;PARIS EST;METZ;85.0;239.0;0.0;;32.0;13.8640625;1.898396095;;;24.59242424;2.201882845;;;40.80757576;7.0;1.0;10.0;15.0;;35.0;5.0;75.9157297055427
2022-02;National;PARIS EST;REIMS;45.0;209.0;0.0;;27.0;9.830246914;1.301754386;;19.0;18.80438596;2.077591707;;9.0;;4.0;0.0;;23.5294117647059;5.882352941;35.29411765;11.76470588;11.76470588
2022-02;National;;TOULON;237.0;235.0;1.0;;12.0;12.13611111;0.274216524;;16.0;27.9104166666667;1.330911681;;16.0;27.91041667;2.0;1.0;18.75;25.0;6.25;25.0;6.25;18.75
2022-02;National;PARIS MONTPARNASSE;BORDEAUX ST JEAN;140.0;841.0;21.0;;72.0;;0.619247967;;49.0;26.53741497;2.232398374;;30.0;34.80333333;13.0;2.0;4.25531914893617;21.27659574;25.531914893617;27.65957447;0.0;21.27659574
2022-02;National;PARIS MONTPARNASSE;RENNES;97.0;714.0;0.0;;56.0;16.3202381;;;57.0;23.38421053;2.072222222;;26.0;38.24935897;8.0;46.4549347471452;1.754385965;8.771929825;31.57894737;190.42008423241;8.771929825;22.80701754
2022-02;National;PARIS MONTPARNASSE;ST MALO;154.0;87.0;1.0;;8.0;22.0;1.824612403;;5.0;35.13;1.968023256;;3.0;50.7722222222222;1.0;1.0;0.0;0.0;20.0;40.0;0.0;40.0
2022-02;National;PARIS MONTPARNASSE;TOULOUSE MATABIAU;263.0;198.0;5.0;;14.0;;0.245941278;;20.0;53.3375;5.449222798;;20.0;53.3375;9.0;4.0;35.0;218.650887878579;5.0;0.0;0.0;25.0
2022-02;National;PARIS NORD;ARRAS;48.0;;18.0;;;;1.819202899;;41.0;34.04552846;4.209299517;;22.0;54.99166667;14.0;10.0;35.13513514;13.51351351;;16.21621622;10.81081081;13.51351351
2022-02;National;POITIERS;PARIS MONTPARNASSE;1702.59380097879;428.0;11.0;;123.0;7.909078591;2.148995984;;365.283442088091;;3.31152610441767;;23.0;37.14565217;11.0;4.0;;30.43478261;19.5652173913043;23.91304348;0.0;13.0434782608696
2022-02;National;;PARIS MONTPARNASSE;62.0;505.0;10.0;;143.0;5.886829837;1.840620783;;66.0;15.84419192;2.902732794;;19.0;31.24035088;4.0;46.4549347471452;218.895877741903;25.42372881;28.81355932;22.03389831;;13.55932203
2022-02;National;TOULON;PARIS LYON;238.0;228.0;1.0;;30.0;18.21722222;2.391189427;;12.0;45.67916667;1.91784141;;12.0;;7.0;2.0;33.33333333;8.333333333;25.0;8.333333333;0.0;25.0
2022-02;National;TOULOUSE MATABIAU;PARIS MONTPARNASSE;266.0;200.0;;;17.0;9.035294118;0.725555556;;17.0;64.31568627;7.547094017;;17.0;64.31568627;13.0;7.0;52.94117647;23.52941176;5.882352941;11.76470588;0.0;5.882352941
2022-02;National;TOURCOING;BORDEAUX ST JEAN;315.0;28.0;1.0;;3.0;19.81666667;2.387333333;;4.0;24.5125;3.331333333;;4.0;24.5125;1.0;0.0;0.0;50.0;0.0;50.0;0.0;75.9157297055427
2022-02;;BARCELONA;PARIS LYON;396.0;28.0;0.0;;5.0;6.513333333;;;4.0;33.09166667;6.205952381;;4.0;33.09166667;2.0;0.0;75.0;0.0;0.0;0.0;0.0;25.0
2022-02;International;GENEVE;PARIS LYON;193.0;152.0;0.0;;108.0;2.814969136;2.182675439;;365.283442088091;24.21333333;0.684868421;;5.0;;1.0;0.0;218.895877741903;40.0;20.0;;0.0;
2022-02;International;ZURlCH;PARIS LYON;;83.0;0.0;;41.0;118.28872062061;1.267068273;;3.0;;0.889759036144578;;3.0;23.27222222;0.0;0.0;0.0;0.0;50.0;50.0;0.0;0.0
2022-02;National;BELLEGARDE (AIN);PARIS LYON;163.0;184.0;0.0;;67.0;4.415671642;1.638586957;;8.0;345.326676928849;0.526358696;;5.0;24.21333333;1.0;0.0;0.0;50.0;25.0;25.0;0.0;0.0
2022-02;National;LA ROCHELLE VILLE;PARIS MONTPARNASSE;171.0;2681.20615823817;6.0;;14.0;7.785714286;0.612891344;;15.0;23.04666667;2.409300184;;8.0;32.09375;3.0;1.0;28.57142857;28.57142857;7.142857143;14.28571429;0.0;21.42857143
2022-02;National;LILLE;PARIS NORD;74.0;566.0;5.0;;114.0;8.43333333333333;1.62937786254807;;88.0;26.1174528301887;3.98476797795664;;41.0;42.4914634146342;25.0;9.0;28.5267379679145;14.3502673796791;25.0173796791444;13.0414438502674;9.53208556149733;9.53208556149733
2022-02;National;LYON PART DIEU;LILLE;186.0;233.0;0.0;;144.0;8.58946759259259;5.02346208869814;;37.0;44.509751984127;7.57188841201716;;31.0;50.6236559139785;20.0;12.0;22.1780604133545;5.48489666136725;11.1287758346581;22.2575516693164;0.0;38.9507154213037
2022-02;National;MARSEILLE ST CHARLES;PARIS LYON;;407.0;1.0;;42.0;6.784920635;0.518858561;;10.0;33.41833333;-0.048428453;;10.0;33.41833333;4.0;;30.0;10.0;20.0;20.0;0.0;20.0
2022-02;National;MULHOUSE VILLE;PARIS LYOA;172.0;261.0;0.0;;113.0;118.28872062061;2.005172414;;10.0;24.01333333;0.098020434;;8.0;26.70416667;2.0;0.0;11.1111111111111;218.650887878579;22.22222222;33.33333333;0.0;0.0
2022-02;National;PARIS LYON;BELLEGARDE (AIN);166.0;188.0;0.0;;;13.53020833;0.936347518;;;;1.32464539;;5.0;24.6;1.0;0.0;16.66666667;50.0;0.0;16.66666667;0.0;16.66666667
2022-02;National;PARIS5LYON;LE CREUSOT MONTCEAU MONTCHANIN;81.0;178.0;0.0;;8.0;;0.363389513;;4.0;23.8125;-0.234082397;;3.0;29.4888888888889;124.671696574225;0.0;33.33333333;0.0;0.0;33.33333333;72.0439601026586;33.33333333
2022-02;National;PARIS LYON;NIMES;176.0;197.0;0.0;;13.0;20.24358974;0.710829103;;365.283442088091;24.76;2.384602369;;7.0;29.89047619;3.0;0.0;10.0;;10.0;60.0;72.0439601026586;0.0
2022-02;National;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;173.0;98.0;0.0;;7.0;9.583333333;0.442346939;;6.0;25.5416666666667;2.119557823;;4.0;31.53333333;1.0;;16.66666667;0.0;;50.0;0.0;0.0
2022-02;National;PARIS MONTPARNASSE;LA ROCHELLE VILLE;175.0;196.0;9.0;;13.0;5.980769231;0.011229947;;7.0;23.71428571;0.850267379679144;;4.0;32.75;124.671696574225;0.0;0.0;57.1428571428571;28.57142857;0.0;0.0;14.28571429
2022-02;National;PARIS MONTPARNASSE;LAVAL;80.0;228.0;0.0;;16.0;118.28872062061;1.68611111111111;;34.0;;4.69130117;;11.0;56.28333333;5.0;3.0;10.34482759;27.5862069;20.68965517;20.68965517;0.0;20.68965517
2022-02;National;PARIS NORD;DUNKERQUE;129.0;155.0;11.0;;15.0;118.28872062061;1.74224537;;14.0;40.0;3.76388888888889;;10.0;51.2;7.0;3.0;28.57142857;42.85714286;7.142857143;;7.142857143;
2022-02;National;;LILLE;67.0;526.0;;;60.0;16.3886111111111;1.23744380218368;;58.0;31.7016826923077;3.40555555555555;;29.0;53.582183908046;;7.0;39.3281423804227;218.650887878579;21.4104560622914;;1.79310344827586;10.6918798665183
2022-02;National;REIMS;PARIS EST;47.0;209.0;0.0;;32.0;6.5984375;1.063221154;;15.0;21.43666667;;;8.0;32.26458333;2.0;0.0;0.0;26.66666667;26.66666667;;;0.0
2022-02;National;RENNES;PARIS MONTPARNASSE;98.0;758.0;1.0;;;8.2942959;1.97681638;;90.0;19.79777778;3.329480405;;36.0;35.2787037;13.0;3.0;8.235294118;16.47058824;198.761036413215;29.41176471;0.0;16.47058824
2022-02;National;STRASBOURG;PARIS EST;117.0;472.0;0.0;;198.0;8.946380471;3.77980226;;42.0;345.326676928849;3.32259887;;30.0;40.21;14.0;5.0;14.28571429;23.80952381;40.4761904761905;7.142857143;0.0;14.28571429
2022-03;;PARIS LYON;ZURICH;244.0;110.0;0.0;;;;2.148181818;;16.0;45.21979167;8.903181818;;16.0;;9.0;3.0;13.33333333;26.66666667;13.33333333;26.66666667;20.0;0.0
2022-03;International;STUTTGART;PARIS EST;195.0;151.0;5.0;;126.0;7.614153439;6.555439815;;29.0;30.6045977;8.761574074;;260.392536704731;30.6045977;10.0;;10.34482759;10.34482759;62.06896552;3.448275862;0.0;75.9157297055427
2022-03;National;AIX EN PROVENCE TGV;PARIS LYON;183.0;431.0;;;153.0;7.7124183006536;2.725852713;;31.0;45.45483871;3.068333333;;260.392536704731;46.45222222;18.0;6.0;218.895877741903;12.9032258064516;9.677419355;190.42008423241;72.0439601026586;12.9032258064516
2022-03;National;ANGERS SAINT LAUD;PARIS MONTPARNASSE;94.0;550.0;1.0;;166.0;8.137048193;2.578497567;;63.0;26.8555555555555;3.530352798;;32.0;;14.0;7.0;12.9032258064516;;24.19354839;6.45161290322581;9.677419355;24.19354839
2022-03;National;;PARIS NORD;54.0;505.0;;;240.0;7.020763889;3.382239894;;;25.50948718;2.187640822;;26.0;48.17371795;12.0;5.0;18.46153846;21.53846154;26.15384615;190.42008423241;9.230769231;3.076923077
2022-03;National;AVIGNON TGV;PARIS LYON;164.0;381.0;1.0;;88.0;6.43181818181818;1.310482456;;365.283442088091;36.32954545;1.685833333;;260.392536704731;42.94509804;8.0;2.0;54.54545455;9.090909091;13.63636364;13.63636364;9.090909091;0.0
2022-03;National;BREST;PARIS MONTPARNASSE;228.0;251.0;0.0;;14.0;15.93095238;0.900066401;;18.0;34.96481481;3.591766268;;18.0;34.96481481;7.0;;55.55555556;16.66666667;5.55555555555556;5.55555555555556;5.55555555555556;11.11111111
2022-03;National;GRENOBLE;PARIS LYON;178.0;196.0;0.0;;14.0;11.21428571;0.812244897959184;;21.0;43.8111111111111;4.680357143;;18.0;48.90277778;9.0;46.4549347471452;23.80952381;38.0952380952381;19.04761905;9.523809524;4.761904762;4.761904762
2022-03;National;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;82.0;222.0;0.0;;109.0;6.809327217;3.394672755;;30.0;40.80777778;1.681202435;;15.0;73.08333333;7.0;3.0;218.895877741903;11.11111111;7.407407407;11.11111111;7.407407407;33.33333333
2022-03;National;LYON PART DIEU;MARNE LA VALLEE;107.0;358.0;1.0;;;10.84739583;6.793464052;;62.0;42.10510753;7.483893557;;46.0;52.37101449;;8.0;;6.45161290322581;14.51612903;27.4193548387097;27.4193548387097;11.29032258
2022-03;National;LYON PART DIEU;MONTPELLIER;114.0;263.0;0.0;;120.0;17.88388889;8.228010139;;31.0;62.28978495;6.660392902;;25.0;73.97066667;18.0;11.0;12.9032258064516;16.12903226;12.9032258064516;38.70967742;3.2258064516129;16.12903226
2022-03;National;MARNE LA VALLEE;;106.0;387.0;2.0;;249.0;11.75896921;7.692034632;;365.283442088091;38.61130952;10.10831169;;49.0;56.72142857;27.0;11.0;14.28571429;15.47619048;21.42857143;35.71428571;9.523809524;3.571428571
2022-03;National;MARSEILLE ST CHARLES;LYON PART DIEU;;506.0;0.0;;78.0;8.289529915;1.184617918;;30.0;27.91833333;2.693017128;;23.0;32.37826087;9.0;1.0;20.0;6.666666667;36.66666667;;;10.0
2022-03;National;MARSEILLE ST CHARLES;MARNE LA VALLEE;;283.0;0.0;;26.0;7.63141025641026;0.48975265;;23.0;345.326676928849;4.099116608;;23.0;46.06666667;;2.0;26.08695652;;13.0434782608696;17.3913043478261;30.43478261;75.9157297055427
2022-03;National;METZ;PARIS EST;88.0;308.0;9.0;;96.0;8.392013889;;;40.0;24.8575;58.4732313488964;;24.0;34.86944444;8.0;;7.894736842;15.78947368;31.57894737;26.31578947;7.894736842;10.52631579
2022-03;National;;LYON PART DIEU;114.0;231.0;0.0;;53.0;13.63301887;3.226118326;;23.0;37.34130435;5.12849927849928;;19.0;42.60964912;11.0;3.0;8.69565217391304;17.3913043478261;;17.3913043478261;13.0434782608696;26.08695652
2022-03;National;NANCY;PARIS EST;96.0;307.0;7.0;;50.0;8.918;30.6216576176902;;27.0;23.8592592592593;58.4732313488964;;17.0;32.75;6.0;1.0;7.40740740740741;18.51851852;29.62962963;29.62962963;7.40740740740741;
2022-03;National;PARIS EST;METZ;85.0;;7.0;;42.0;11.18095238;1.754933815;;;26.24416667;1.98038507821901;;12.0;346.474286689822;5.0;1.0;10.0;10.0;;35.0;10.0;20.0
2022-03;National;PARIS EST;NANCY;97.0;310.0;6.0;;49.0;8.544557823;1.456195175;;16.0;23.73229167;1.534155702;;;30.23;2.0;1.0;6.25;;12.5;37.5;18.75;6.25
2022-03;National;PARIS EST;REIMS;45.0;248.0;5.0;;872.292006525286;13.78464052;2.960836763;;33.0;23.59343434;3.702194787;;17.0;36.22647059;8.0;3.0;;3.03030303;12.12121212;33.33333333;21.21212121;6.060606061
2022-03;National;PARIS EST;STRASBOURG;115.0;541.0;17.0;;81.0;12.60349794;1.994847328;;365.283442088091;34.6969697;2.167811705;;25.0;41.22333333;10.0;6.0;15.1515151515152;;6.060606061;36.36363636;18.18181818;9.090909091
2022-03;National;PARIS LYON;AIX EN PROVENCE TGV;1702.59380097879;409.0;0.0;;872.292006525286;13.0313008130081;;;25.0;43.15466667;3.341809291;;260.392536704731;45.7094202898551;;5.0;;218.650887878579;12.0;36.0;8.0;8.0
2022-03;National;PARIS LYON;BELLEGARDE (AIN);177.0;245.0;0.0;;25.0;;2.101088435;;53.0;30.99339623;7.349387755;;47.0;33.04716312;17.0;5.0;52.08333333;6.25;12.5;;2.083333333;4.16666666666667
2022-03;National;;BESANCON FRANCHE COMTE TGV;128.0;150.0;0.0;;20.0;22.55666667;2.846333333;;15.0;44.81777778;5.493222222;;12.0;52.84861111;9.0;3.0;20.0;20.0;6.666666667;46.66666667;72.0439601026586;6.666666667
2022-03;National;PARI8 LYON;LE CREUSOT MONTCEAU MONTCHANIN;81.0;186.0;0.0;;;15.79607843;0.779032258;;12.0;15.80972222;0.81344086;;5.0;25.44333333;1.0;0.0;218.895877741903;0.0;33.33333333;50.0;72.0439601026586;8.333333333
2022-03;National;PARIS LYON;MACON LOCHE;96.0;265.0;0.0;;29.0;21.61954023;;;18.0;38.12037037;3.261446541;;10.0;57.67666667;6.0;2.0;22.22222222;11.11111111;0.0;50.0;16.66666667;
2022-03;National;PARIS MONTPARNASSE;ANGERS SAINT LAUD;91.0;533.0;0.0;;48.0;13.83090278;0.86097561;;57.0;22.77076023;3.367886179;;23.0;38.89710145;9.0;;24.07407407;24.07407407;5.555555556;;;27.77777778
2022-03;National;PARIS MONTPARNASSE;LAVAL;79.0;256.0;0.0;;20.0;12.19416667;0.581380208;;20.0;17.69916667;1.975585938;;4.0;54.425;3.0;2.0;11.1111111111111;;11.1111111111111;22.22222222;0.0;16.66666667
2022-03;National;PARIS MONTPARNASSE;ST MALO;154.0;97.0;0.0;;9.0;21.07407407;1.776804124;;6.0;44.19444444;2.55137457;;;49.97666667;3.0;2.0;0.0;218.650887878579;0.0;50.0;0.0;50.0
2022-03;National;PARIS MONTPARNASSE;ST PIERRE DES CORPS;63.0;540.0;;;49.0;12.06496599;0.664711359;;60.0;17.955;58.4732313488964;;21.0;34.60238095;124.671696574225;2.0;12.96296296;;16.66666667;24.07407407;5.555555556;11.11111111
2022-03;National;PARIS NORD;ARRAS;48.0;499.0;0.0;;42.0;29.5714285714286;30.6216576176902;;49.0;33.18265306;3.915364061;;27.0;52.34691358;17.0;;10.86956522;6.52173913;198.761036413215;;17.3913043478261;23.9130434782609
2022-03;National;PARIS NORD;DUNKERQUE;;177.0;0.0;;14.0;28.45357143;1.880320151;;;37.8;3.186440678;;260.392536704731;50.4;124.671696574225;4.0;13.33333333;33.33333333;6.666666667;20.0;6.666666667;20.0
2022-03;National;PARIS NORD;LILLE;67.0;629.0;1.0;;53.0;22.54433962;1.5791932059448;;56.0;25.9909918763103;2.1244957537155;;32.0;40.0005208333333;14.0;6.0;14.6889400921659;14.4585253456221;18.2603686635945;18.0875576036866;18.2027649769585;16.3018433179723
2022-03;National;RENNES;LYON PART DIEU;234.0;75.0;0.0;;20.0;7.215;1.938444444;;5.0;50.12333333;4.539333333;;5.0;50.12333333;3.0;2.0;20.0;;;0.0;;40.0
2022-03;National;RENNES;PARIS MONTPARNASSE;98.0;846.0;2.0;;250.0;8.594333333;2.52857425;;117.0;23.8968661;3.993661137;;59.0;37.12542373;;;26.36363636;16.36363636;14.54545455;23.63636364;4.54545454545455;14.54545455
2022-03;National;SAINT ETIENNE CHATEAUCREUX;;168.0;115.0;0.0;;23.0;2.039130435;0.845072464;;;26.47708333;3.39608695652174;;5.0;33.84666667;2.0;1.0;12.5;12.5;12.5;50.0;0.0;12.5
2022-03;National;ST PIERRE DES CORPS;PARIS MONTPARNASSE;63.0;567.0;4.0;;191.0;5.364310646;1.954774614;;88.0;20.55965909;3.655308422;;36.0;36.71018519;14.0;5.0;17.5;28.75;26.25;7.5;8.75;11.25
2022-03;International;LAUSANNE;PARIS LYON;233.0;124.0;0.0;;87.0;3.53735632183908;2.942211838;;8.0;46.21666667;;;8.0;46.21666667;4.0;;50.0;12.5;25.0;12.5;0.0;0.0
2022-03;International;PARIS LYON;BARCELONA;402.0;51.0;0.0;;7.0;10.82619048;1.176470588;;365.283442088091;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-03;International;ZURICH;PARIS LYON;245.0;2681.20615823817;0.0;;;;1.514247312;;11.0;63.6575757575757;;;11.0;63.65757576;124.671696574225;5.0;18.18181818;218.650887878579;54.54545455;18.18181818;0.0;0.0
2022-03;National;ANNECY;PARIS LYON;222.0;144.0;0.0;;10.0;11.26333333;0.667939815;;26.0;36.93910256;8.812152778;;26.0;36.93910256;5.0;1.0;46.15384615;11.53846154;23.07692308;190.42008423241;72.0439601026586;11.53846154
2022-03;National;BELLEGARDE (AIN);PARIS LYON;183.0;240.0;0.0;;111.0;;2.857361111;;47.0;34.26134752;6.387430556;;38.0;39.18157895;14.0;3.0;45.0;10.0;17.5;20.0;7.5;0.0
2022-03;National;BORDEAUX ST JEQN;TOURCOING;334.0;31.0;1.0;;4.0;6.1;0.57;;5.0;45.8;8.983333333;;5.0;45.8;3.0;2.0;40.0;40.0;;0.0;0.0;20.0
2022-03;National;LYON PART DQEU;RENNES;235.0;75.0;0.0;;42.0;3.18650793650794;1.962666667;;4.0;50.40416667;5.184;;4.0;50.40416667;1.0;1.0;25.0;25.0;0.0;;0.0;50.0
2022-03;National;MACON LOCHE;PARIS LYON;97.0;271.0;0.0;;199.0;;9.570610687;;82.0;30.93638211;7.963167939;;260.392536704731;;15.0;4.0;32.92682927;7.31707317073171;39.02439024;;72.0439601026586;
2022-03;National;MARSEILLE ST CHARLES;;197.0;;1.0;;60.0;8.705;;;25.0;58.342;3.051409978;;25.0;58.342;;4.0;68.0;8.0;;;4.0;4.0
2022-03;National;MONTPELLIER;PARIS LYON;208.0;227.0;0.0;;52.0;9.474358974;2.193759178;;20.0;60.425;5.236930984;;20.0;60.425;8.0;4.0;20.0;35.0;10.0;15.0;;20.0
2022-03;;NIMES;PARIS LYON;177.0;228.0;0.0;;56.0;13.2446428571429;3.22042772861357;;;54.0197530864198;4.286651917;;21.0;65.36031746;9.0;5.0;14.81481481;37.03703704;198.761036413215;18.51851852;0.0;14.81481481
2022-03;National;PARIS LYON;AVIGNON TGV;160.0;;0.0;;40.0;13.19625;1.134293194;;27.0;36.59938272;2.835689354;;18.0;48.08888889;124.671696574225;4.0;18.51851852;18.51851852;11.11111111;29.62962963;14.81481481;7.40740740740741
2022-03;National;PARIS LYON;DIJOR VILLE;96.0;360.0;0.0;;44.0;118.28872062061;2.156342593;;30.0;39.05111111;2.891527778;;26.0;;14.0;4.0;20.0;13.33333333;3.333333333;56.66666667;6.666666667;0.0
;National;PARIS LYON;MULHOUSE VILLE;171.0;264.0;0.0;;34.0;18.87303922;30.6216576176902;;29.0;41.62701149;4.876325758;;;48.8615942028986;;5.0;20.68965517;;17.24137931;31.03448276;13.79310345;0.0
;National;PARIS LYON;TOULON;238.0;279.0;;;14.0;12.18928571;0.289426523;;20.0;38.28666667;3.797610514;;;346.474286689822;124.671696574225;46.4549347471452;15.78947368;15.78947368;52.63157895;15.78947368;0.0;0.0
2022-03;National;PARIS MONTPARNASSE;BORDEAUX ST JEAN;140.0;969.0;20.0;;108.0;13.795987654321;1.141780822;;80.0;33.40895833;3.872391992;;;37.55;40.0;5.0;;30.0;6.25;22.5;2.5;10.0
2022-03;National;PERPIGNAN;PARIS LYON;306.0;174.0;0.0;;65.0;;;;17.0;40.21176471;4.695498084;;17.0;40.21176471;7.0;2.0;35.29411765;29.41176471;;5.882352941;0.0;11.76470588
2022-03;National;POITIERS;PARIS MONTPARNASSE;99.0;476.0;8.0;;162.0;6.578497942;2.081156317;;66.0;21.9719697;3.790328337;;;;14.0;3.0;17.1875;37.5;12.5;14.0625;7.8125;10.9375
2022-03;National;REIMS;;48.0;248.0;5.0;;872.292006525286;7.479411765;1.116666667;;18.0;18.58425926;1.416529492;;7.0;29.72142857;;1.0;11.76470588;11.76470588;23.52941176;23.52941176;11.76470588;17.64705882
2022-03;National;TOURCOING;BORDEAUX ST JEAN;316.0;31.0;0.0;;6.0;19.24166667;3.872222222;;4.0;28.675;4.431666667;;260.392536704731;28.675;2.0;0.0;25.0;25.0;0.0;50.0;0.0;0.0
2022-03;International;FRANCFORT;PARIS EST;;155.0;7.0;;;3.44748062015504;2.11295045;;21.0;33.42539683;;;21.0;33.42539683;8.0;1.0;4.761904762;28.57142857;47.61904762;9.523809524;0.0;9.523809524
2022-03;International;GENEVE;PARIS LYON;216.0;209.0;;;169.0;3.281262327;2.801594896;;35.0;39.3947619;6.794098884;;35.0;;12.0;3.0;48.27586207;6.896551724;24.13793103;13.79310345;6.896551724;
